Crop_Name,S/N,Variety Name,Original Name,National Code,Origin/Source,Developing Institute,Collaborating Institute,Breeder/ Collaborating Scientists,Outstanding Characteristics/ Potential Yields,Agro- Ecological Zones,Year of Release,Year of Registry,_page
Wheat,652,LACRI WHIT-10,KAUZ,NGTA-17-15,"ICARDA, Sudan",ICARDA Sudan and LCRI Maiduguri,,"O. Abdalla, S. Asefa, H. Ketata, Y. Yakubu, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar and M. El-Mourid","Heat tolerant, high yielding and good baking quality. (7.1t/ha)",Well adapted to irrigated conditions of the Sudano- sahelian zones,2017,2017,74
Wheat,653,LACRI WHIT-11,IMAM (ATTILA 7),NGTA-19-16,ICARDA,ICARDA and LCRI Maiduguri,,"W. Tadessa, S. Asefa, H. Ketata, Y. Yakubu, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar, M. El- Mourid","Heat tolerant, high yielding and good baking quality (3035cm3/g). (7.1t/ha)",Well adapted to irrigated conditions of the Sudano- sahelian zones,2019,2019,74
Wheat,654,LACRI-WHIT-12D,MBA-MAJA (GERARDO),NGTA-22-17,ICARDA Morocco,"ICARDA Morocco, LCRI Nigeria and JRI Nigeria",,"Filippo Maria Bassi, Solomon Asefa, Mala Kachalla Kyari, Dawud Maryam Abba, Yakubu Yahaya, Auwal Ahmed, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar and Sani Miko","Heat tolerance, high yielding and high flour yield and quality (73.3%). 6.2t/ha",Irrigated conditions of the Sudano- sahelian zones,2022,2022,74
Wheat,655,LACRI-WHIT-13D,ALTAR-84,NGTA-22-18,ICARDA Morocco,ICARDA Morocco and LCRI Nigeria,,"Filippo Maria Bassi, Solomon Asefa, Mala Kachalla Kyari, Dawud Maryam Abba, Yakubu Yahaya, Auwal Ahmed, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar and Sani Miko","Heat tolerance, high yielding and high flour yield and quality (71.3%). 5.6t/ha",Irrigated conditions of the Sudano- sahelian zones,2022,2022,74
Wheat,656,LACRI-WHIT-14,BORLAUG100,NGTA-23-19,"CIMMYT, Mexico","CIMMYT, Mexico",Flour Milling Association of Nigeria,"R. Singh, M.B. Filippo, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, O.G. Olabanji, S. Miko, A. Samaila & A.T. Abdullahi.","Heat tolerance, high yielding and high flour yield (79.7%) and quality. 8.2t/ha","Sahel, Sudan and Northern Guinea Zones (Irrigated conditions)",2023,2023,74
Wheat,657,LACRI-WHIT-15,NELOKI,NGTA-23-20,"CIMMYT, Mexico","CIMMYT, Mexico",Flour Milling Association of Nigeria,"K. Ammar, M.B. Filippo, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, O.G. Olabanji, S. Miko, A. Samaila & A.T. Abdullahi.","Heat tolerance, high yielding and high flour yield (78.7%) and quality. 7.5t/ha","Sahel, Sudan and Northern Guinea Zones (Irrigated conditions)",2023,2023,74
Wheat,658,LACRI-WHIT-16D,CIRNO,NGTA-23-21,"CIMMYT, Mexico","CIMMYT, Mexico",Flour Milling Association of Nigeria,"K. Ammar, M.B. Filippo, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, O.G. Olabanji, S. Miko, A. Samaila & A.T. Abdullahi.","Heat tolerance, high yielding and high flour yield (71.9%) and quality. 7.1t/ha","Sahel, Sudan and Northern Guinea Zones (Irrigated conditions)",2023,2023,74
Wheat,659,LACRI-WHIT-17D,BAYORECA,NGTA-23-22,"CIMMYT, Mexico","CIMMYT, Mexico",Flour Milling Association of Nigeria,"K. Ammar, M.B. Filippo, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, O.G. Olabanji, S. Miko, A. Samaila & A.T. Abdullahi.","Heat tolerance, high yielding and high flour yield (71.8%) and quality. 7.3t/ha","Sahel, Sudan and Northern Guinea Zones (Irrigated conditions)",2023,2023,75
Wheat,660,LACRI-WHIT-18D,CROWN,NGTT-24-23,"ICARDA, Morocco","ICARDA, Morocco","Olam Agir-Crown Flour Mill, Nigeria","M.B. Filippo, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, D. Adeniyi & R. Musa","High yielding, high flour yield and quality. (6.9t/ha)","Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)",2024,2024,75
Wheat,661,SC W9103,W1780-6-1,NGTT-25-24,Seed Co Limited,Seed Co Limited,"Lake Chad Research Institute, Maiduguri","Ephrame Havazvidi, T. Soko, V.O. Oladipo, K.K. Mala, M.A. Dawud, Y. Yakubu, A. Ahmed, G. Mabuyaye, B.G.J. Kabir, Z.G.S. Turaki, O.G. Olabanji, J. Umar & A. Kyari","Heat tolerance, high yielding, high flour yield and quality. (8.2t/ha)","Sahel, Sudan & Northern guinea savanna",2025,2025,75
Wheat,662,SC W9105,WZ4153-6-23,NGTT-25-25,Seed Co Limited,Seed Co Limited,"Lake Chad Research Institute, Maiduguri","Ephrame Havazvidi, T. Soko, V.O. Oladipo, K.K. Mala, M.A. Dawud, Y. Yakubu, A. Ahmed, G. Mabuyaye, B.G.J. Kabir, Z.G.S. Turaki, O.G. Olabanji, J. Umar & A. Kyari","Heat tolerance, high yielding, high flour yield and quality. (7.5t/ha)","Sahel, Sudan & Northern guinea savanna",2025,2025,75
Wheat,663,SC W9106,W1708-6-1,NGTT-25-26,Seed Co Limited,Seed Co Limited,"Lake Chad Research Institute, Maiduguri","Ephrame Havazvidi, T. Soko, V.O. Oladipo, K.K. Mala, M.A. Dawud, Y. Yakubu, A. Ahmed, G. Mabuyaye, B.G.J. Kabir, Z.G.S. Turaki, O.G. Olabanji, J. Umar & A. Kyari","Heat tolerance, high yielding, high flour yield and quality. (7.5t/ha)","Sahel, Sudan & Northern guinea savanna",2025,2025,75
Barley,664,LACRIBARLEY 1,TRAVELER,NGHV-24-01,"Secobra Recherches, Centre du Bois Henry 78580 MAULE France.","GEVES, France- GEVES La Miniere (78) - Le Magneraud (17)","Nigeria Breweries Plc, Lagos, Nigeria","R. Secobra, M. Sanchez-Garcia, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, A. Ogunyinka, A. Muhammed, G.I. Abor, M. Ati & A.T. Clement.",High yielding and good malting quality. (6t/ha),"Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)",2024,2024,75
Barley,665,LACRIBARLEY 2,EXPLORER,NGHV-24-02,"Secobra Recherches, Centre du Bois Henry 78580 MAULE France.","GEVES, France- GEVES La Miniere (78) - Le Magneraud (17)","Nigeria Breweries Plc, Lagos, Nigeria","R. Secobra, M. Sanchez-Garcia, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, A. Ogunyinka, A. Muhammed, G.I. Abor, M. Ati & A.T. Clement.","Early maturing (75 - 80), high yielding and good malting quality. (5.6t/ha)","Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)",2024,2024,76
Barley,666,LACRIBARLEY 3,PRUNELLA,NGHV-24-03,"Secobra Recherches, Centre du Bois Henry 78580 MAULE France.","GEVES, France- GEVES La Miniere (78) - Le Magneraud (17)","Nigeria Breweries Plc, Lagos, Nigeria","R. Secobra, M. Sanchez-Garcia, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, A. Ogunyinka, A. Muhammed, G.I. Abor, M. Ati & A.T. Clement.",High yielding and good malting quality. (5.9t/ha),"Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)",2024,2024,76
Barley,667,LACRISAMBARLE Y 4,C17-295-016,NGHV-25-04,"General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria","Lake Chad Research Institute, Maiduguri","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, K.K. Mala, Mark Nelson, Will Rogens, A.I. Gabasawa, H.N. Kura & Y. Hussani",High grain yield and protein content (18.80%). (3.6t/ha),Guinea Savanna and mid-altitude ecologies,2025,2025,76
Barley,668,LACRISAMBARLE Y 5,C17-295-069,NGHV-25-05,"General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria","Lake Chad Research Institute, Maiduguri","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, K.K. Mala, Mark Nelson, Will Rogens, A.I. Gabasawa, H.N. Kura & Y. Hussani","High grain yield, Tillering capacity and protein content (15.25%). (4.9t/ha)",Sudan Savanna and mid-altitude ecologies,2025,2025,76
Barley,669,LACRISAMBARLE Y 6,C17-295-070,NGHV-25-06,"General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria","Lake Chad Research Institute, Maiduguri","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, K.K. Mala, Mark Nelson, Will Rogens, A.I. Gabasawa, H.N. Kura & Y. Hussani",High grain yield and ash content (2.40%). (4.3t/ha),Northern Guinea Savanna and mid-altitude ecologies,2025,2025,76
Yam,670,TDR 89/02677,TDR 89/02677,NGDR-01-1,"NRCRI Umudike, IITA, Ibadan","NRCRI Umudike, IITA, Ibadan",,"Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor","Stable yield, very good cooking and pounding qualities, cream tuber parenchyma, 25% tuber dry matter content.",Forest and Southern Guinea Savanna,2001,2001,76
Yam,671,TDR 89/02565,TDR 89/02565,NGDR-01-2,"NRCRI Umudike, IITA, Ibadan","NRCRI Umudike, IITA, Ibadan",,"Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor","Stable yield, very good cooking and pounding qualities, cream non oxidizing parenchyma, 35% tuber dry matter.",Forest and Southern Guinea Savanna,2001,2001,76
Yam,672,TDR 89/02461,TDR 89/02461,NGDR-01-3,"NRCRI Umudike, IITA, Ibadan","NRCRI Umudike, IITA, Ibadan",,"Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor","Stable yield, very good as cooking and pounding qualities, cream parencyma, 26.7% tuber dry matter.",Forest and Southern Guinea Savanna,2001,2001,76
Yam,673,TDR 89/02665,TDR 89/02665,NGDR-03-4,"IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike",,"Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor","Stable yield very good cooking and pounding qualities, cream non- oxidizing parenchyma, 35.3% tuber dry matter.",Forest and Southern Guinea Savanna,2003,2003,77
Yam,674,TDR 89/01213,TDR 89/01213,NGDR-03-5,"IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike",,"Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor","Stable yield, very good cooking and pounding qualities, white non- oxidizing parenchyma, tuber dry matter = 29.8%",Forest and Southern Guinea Savanna,2003,2003,77
Yam,675,TDR 89/01438,TDR 89/01438,NGDR-03-6,"IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike",,"Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor","Stable yield, very good cooking and pounding qualities, white non- oxidizing parenchyma, tuber dry matter = 29.3%",Forest and Southern Guinea Savanna,2003,2003,77
Yam,676,TDR 95/01924,TDR 95/01924,NGDR-03-7,"IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike",,"Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor","Stable yield, very good cooking and pounding qualities, white non- oxidizing parenchyma, tuber dry matter = 32.8%",Forest and Southern Guinea Savanna,2003,2003,77
Yam,677,DRN 200/4/2,DRN 200/4/2,NGDR-08-8,"NRCRI, Umudike","NRCRI, Umudike",,E. C. Nwachukwu,"High yielding, pests and diseases tolerant, very good for fufu, frying and boiling. (35t/ha)",Yam Zones of Nigeria,2008,2008,77
Yam,678,TDa98/01176,TDa98/01176,NGDA-08-9,"IITA,Ibadan",NRCRI Umudike,,R. Asiedu & C.N. Egesi,"High yielding, pests and disesases tolerant, good for pounded yam, frying and boiling, suitable for both rainy and dry seasons yam production. (26-30t/ha)",Yam Zones of Nigeria,2008,2008,77
Yam,679,TDa98/01168,TDa98/01168,NGDA-08-10,"IITA, Ibadan",NRCRI Umudike,,R. Asiedu & C.N. Egesi,"High yielding, pests and disesases tolerant, good for pounded yam frying and boiling. (24-28t/ha)",Yam Zones of Nigeria,2008,2008,77
Yam,680,TDa98/01166,TDa98/01166,NGDA-08-11,"IITA, Ibadan",NRCRI Umudike,,R. Asiedu & C.N. Egesi,"High yielding, pests and disesases tolerant, good for pounded yam, frying and boiling, suitable for both rainy and dry seasons yam production. (26-30t/ha)",Yam Zones of Nigeria,2008,2008,77
Yam,681,TDr 95/19158,TDr 95/19158,NGDR-09-12,"IITA, Ibadan","NRCRI, Umudike",,R. Asiedu,"High yielding, pests and diseases tolerant, very good for yam, fufu, frying and boiling. (29.4t/ha)",Yam Zones of Nigeria,2009,2009,77
Yam,682,TDr 89/02602,TDr 89/02602,NGDR-09-13,"IITA, Ibadan","NRCRI, Umudike",,"R. Asiedu, J.G. Ikeorgu and E.C. Nwachukwu","High yielding, pests and diseases tolerant, very good for yam, fufu, frying and boiling. (31.5t/ha)",Yam Zones of Nigeria,2009,2009,77
Yam,683,TDr 89/02660,TDr 89/02660,NGDR-09-14,"IITA, Ibadan","NRCRI, Umudike",,"R. Asiedu, J.G. Ikeorgu and E.C. Nwachukwu","High yielding, pests and diseases tolerant, very good for yam, fufu, frying and boiling. (31t/ha)",Yam Zones of Nigeria,2009,2009,78
Yam,684,TDa 00/00194,TDa 00/00194,NGDA-09-15,"IITA, Ibadan","NRCRI, Umudike",,"R. Asiedu, C. N. Egesi and J. G. Ikeorgu","High yielding, pests and diseases tolerant, good for pounded yam, frying and boiling. (37.5t/ha)",Yam Zones of Nigeria,2009,2009,78
Yam,685,TDa 00/00104,TDa 00/00104,NGDA-09-16,"IITA, Ibadan","NRCRI, Umudike",,"R. Asiedu, C. N. Egesi and J. G. Ikeorgu","High yielding, pests and diseases tolerant, good for pounded yam, frying and boiling. (30t/ha)",Yam Zones of Nigeria,2009,2009,78
Yam,686,UMUDa-4,TDa 00/00364,NGDA-10-17,"IITA, Ibadan","NCRI, Umudike",,"R. Asiedu, C.N. Egesi & J.G. Ikeorgu","High yielding, good for Amala, pounded yam, frying and boiling. (33.3t/ha)",Yam Zones of Nigeria,2010,2010,78
Yam,687,UMUDr-17,TDr 95/19177,NGDR-10-18,"IITA, Ibadan","NCRI, Umudike",,"R. Asiedu, E.C. Nwachukwu & J.G. Ikeorgu",High yielding under dry season yam cropping system. (30t/ha),Yam Zones of Nigeria,2010,2010,78
Yam,688,UMUDr-18,TDr 89/02475,NGDR-10-19,"NCRI, Umudike","NCRI, Umudike",,"R. Asiedu, E.C. Nwachukwu & J.G. Ikeorgu","High yielding, pests and diseases tolerant, very good for yam fufu, frying and boiling. (31t/ha)",Yam Zones of Nigeria,2010,2010,78
Yam,689,UMUDr-20,TDr 98/00933,NGDR-16-20,"IITA, Ibadan","IITA, Ibadan and NRCRI, Umudike",,"Lopaz, A., Maroya, N Asiedu, R., Nwankwo, I.I.M., Eke-Okoro, O.N., Ikeorgu, and J.G. Ikoro, A. I.",High yielding. (39.8t/ha),"Rainforest, Southern and Northern Guinea Savanna",2016,2016,78
Yam,690,UMUDr-21,99/Amo/064,NGDR-16-21,"IITA, Ibadan","NRCRI, Umudike",,"Nwachukwu, E.C., Nwankwo, I.I.M., Eke- Okoro, O.N., Ikeorgu, and J.G. Ikoro, A. I.",High yielding. (43.9t/ha),Rainforest and Guinea Savanna,2016,2016,78
Yam,691,UMUDa-27,TDa1100201,NGDR-19-22,"IITA, Ibadan","NRCRI, Umudike & IITA, Ibadan",,"Obidiegwu J.E., Nwachukwu E.C., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., De Koeyer D., Adebola P., Nwadili C., Edemodu A., Nwaoha J., Ofeze M., Nwafor J. & Dixon M.",Slow rate of oxidization (browning) and high dry matter content. (35t/ha).,"Guinea savanna, Derived savanna and Rain forest agro ecology",2019,2019,78
Yam,692,UMUDa-28,TDa1100316,NGDA-19-23,"IITA, Ibadan","NRCRI, Umudike & IITA, Ibadan",,"Obidiegwu J.E., Nwachukwu E.C., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., De Koeyer D., Adebola P., Nwadili C., Edemodu A., Nwaoha J., Ofeze M., Nwafor J. & Dixon M.","Non-browning after processing, excellent boiling and pounding quality. (34t/ha)","Guinea savanna, Derived savanna and Rain forest agro ecology",2019,2019,78
Yam,693,UMUDa-31 (Wonder),TDa1100432,NGDA-20-24,"IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike",,"Obidiegwu J.E., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., De Koeyer D., Adebola P., Agre P., Nwadili C., Edemodu A., Okereke N.R., Ofeze M., Nnabue I. & Dixon M.","Slow rate of oxidization (browning) and high dry matter content, high yield, excellent boiling and pounding quality. (43t/ha)",Guinea Savannah,2020,2020,79
Yam,694,UMUDr-29 (Super),TDr0900067,NGDR-20-25,"IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike",,"Obidiegwu J.E., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., Adebola P., Nwadili C., Edemodu A., Okereke N.R., Ofeze M., Nnabue I. & Dixon M.",Slow rate of oxidization (browning) and high dry matter content. (22t/ha),Rain Forest and Derived Savannah,2020,2020,79
Yam,695,UMUDr-30 (Nagode),TDr1000048,NGDR-20-26,"IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike",,"Obidiegwu J.E., Oselebe H., Asfaw A., Asiedu R., Lopez- Montes A., Adebola P., Agre P., Nwadili C., Edemodu A., Okereke N.R., Ofeze M., Nnabue I. & Dixon M.",Slow rate of oxidization (browning) and high dry matter content. (24t/ha),Guinea Savannah,2020,2020,79
Yam,696,UMUDr32 (favorite),TDr1100497,NGDR-22-27,"IITA, Ibadan","IITA, Ibadan",,"Lopez-Montes A .,Obidiegwu J.E., Asfaw A., Oselebe H.,., Agre P., Dekoeyer D., Adebola P., Asiedu R., Nwadili, C., Okereke, N.R., Ofeze M., Nnabue, I. and Edemodu A.","High dry matter, high tuber and flour yields,high starch, slow rate of oxidation, excellent sensory properties. (32.7t/ha)",Guinea Savannah and Rain Forest Agro-ecologies,2022,2022,79
Yam,697,UMUDa35,TDa1100374,NGDA-23-28,"IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike",,"Asfaw A., Obidiegwu J.E., Oselebe H., Dekoeyer D., Agre P., Adebola P., Asiedu R., Nwadili C., Okereke N.R., Ofeze M., Nnabue I and Edemodu A.","High yield, high dry matter and high flour yield. (45.7t/ha)","Southern Guinea Savanna, Derived Savanna and Humid Rain Forest",2023,2023,79
Yam,698,UMUDr33,TDr1401220,NGDR-23-29,"IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike",,"Asfaw A., Obidiegwu J.E., Oselebe H., Dekoeyer D., Agre P., Adebola P., Asiedu R., Nwadili C., Okereke N.R., Ofeze M., Nnabue I and Edemodu A.","High yield, high dry matter and low peel loss. (33t/ha)","Southern Guinea Savanna, Derived Savanna and Humid Rain Forest",2023,2023,79
Yam,699,UMUDr34,TDr1400158,NGDR-23-30,"IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike",,"Asfaw A., Obidiegwu J.E., Oselebe H., Dekoeyer D., Agre P., Adebola P., Asiedu R., Nwadili C., Okereke N.R., Ofeze M., Nnabue I and Edemodu A.","High yield, high dry matter, excellent boiling and pounding qualities. (31.8t/ha)",Savanna,2023,2023,80
Yam,700,UMUDr36,TDr04-219 x TDr9501932,NGDR-24-31,"IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike",,"Asfaw A., Obidiegwu J.E., Nwogha J., Lopez Montes A., Dekoeyer D., Agre P, Matsumoto R., Adebola P., Asiedu R., Ofeze M., Nnabue, I., Edemodu A.","Early maturity, high flour yield and high yield potential(33.8 t/ha)",Southern Guinea Savanah and Derived Savannah,2024,2024,80
Amaranthus,701,Tete (Green),NHAC 49,NGAC-00-1,Ote (Kwara State),NIHORT,,"Dr.Denton, Olufolaji and Badra","Late maturing, adaptable to several cuttings, high yielding and nematode resistant.",,1985,2000,80
Amaranthus,702,,NHAC 84/445-2,NGAC-00-2,IPGRI,NIHORT,,"Dr.Denton, Olufolaji and Badra","Uniform green, vegetable colour with edible leaves and seeds.",,1987,2000,80
Amaranthus,703,,ED82/1019B,NGAC-00-3,Zaria,NIHORT,,"Dr.Denton, Mr. Edema and Miss Dinakin",Early flowering with broad green leaves.,,1987,2000,80
Amaranthus,704,,NHAC/84/452,NGAC-00-4,IPGRI,NIHORT,,"Dr. O.A. Denton, Olufolaji and Badra",Tall deep purple stem with edible leaves and seeds,,1987,2000,80
Amaranthus,705,Tete (Opopo),NHAD 35,NGAC-00-5,Ibadan,NIHORT,,Dr.O.A. Denton & Dr. Prem Nath,"Tall soft green leaves with profuse branching habit, suitable for repeated cuttings.",,1984,2000,80
Amaranthus,706,,NH84/457-E,NGAC-00-6,IPGRI,NIHORT,,NIHORT,Uniform green colour with edible leaves and seeds.,,1987,2000,80
Amaranthus,707,NHAMAR1,NHAMOLA5,NGAC-16-7,NIHORT,NIHORT,,"Olagorite Adetula, Mary Adeyemi, Olatunbosun Bolaji, Olabode Isaac and Usman Nasiru","Early maturity, good stay green, tolerance to Choanephora cucurbacterium and lodging (25t/ha)",Rainforest up to Sudan Savanna,2016,2016,80
Sokoyokoto,708,Sokoyokoto (soko- funfun),NHCA 1,NGCA-00-1,Abeokuta,NIHORT,,NIHORT,Narrow lancolate leaves with good cooking qualities and woody stem with white colour,,1984,2000,80
Sokoyokoto,709,TLV 8,NHCA 2,NGCA-00-2,IITA,NIHORT,,Dr. Wilson and Dr. O.A. Denton,Broad leaves with succulent stems adaptable to cutting. Late flowering,,1986,2000,80
Sokoyokoto,710,TLV 9,NHCA 3,NGCA-00-3,IITA,NIHORT,,Dr. Wilson and Dr. O.A. Denton,"Leaf with purple pigmentation, suitable for cutting",,1986,2000,80
Corchorus,711,NHC 03,Ewedu Eti Ehoro,NGCO-00-1,Ilorin,NIHORT,,Dr. O.A. Denton and Miss Dinakin,"Good draw property,deed green and shining leaves. Tolerant to rootknot nematode.",,1981,2000,81
Corchorus,712,NHC 06,Amungbadu,NGCO-00-2,Abeokuta,NIHORT,,Dr. O.A. Denton and Miss Dinakin,"Good draw property,deed green and shining leaves. Tolerant to rootknot nematode.",,1982,2000,81
Corchorus,713,NHC 09,Oniyaya,NGCO-00-3,Abeokuta,NIHORT,,Dr. O.A. Denton and Miss Dinakin,Shining deeply serrated leaves. Suitable for uprooting and cutting.,,1982,2000,81
Corchorus,714,HORTICOR 1,NHCOOLA 1,NGCO-24-4,"NIHORT, Ibadan","NIHORT, Ibadan",,"Adetula Olagorite, Olajide-Taiwo F.B., Ajayi E.O., Oduntan, Akinpelu A.O., Fajinmi O. & Olabiwonninu I.","No seed dormancy, high yielding, larger and glossy leaf, draw very well, high protein, high potassium, zinc and iron. (34.3t/ha)","Rainforest, Derived and Guinea Savanna",2024,2024,81
Corchorus,715,HORTICOR 2,NHCOOLA 4,NGCO-24-5,"NIHORT, Ibadan","NIHORT, Ibadan",,"Adetula Olagorite, Olajide-Taiwo F.B., Ajayi E.O., Oduntan, Akinpelu A.O., Fajinmi O. & Olabiwonninu I.","No seed dormancy, high yielding, long leaf and high protein, high manganese, high vitamin C and high chlorophl content. (33.9t/ha)","Rainforest, Derived and Guinea Savanna",2024,2024,81
Okra,716,V 2,V 2,NGAE-96-1,IAR&T Ibadan,IAR&T Ibadan,,Dr. A.O. Ojomo,"Fruit slender, smooth, bell-shaped, high yielding.",,1973,1996,81
Okra,717,V 35,V 35,NGAE-96-2,IAR&T Ibadan,IAR&T Ibadan,,Dr. A.O. Ojomo,"High yielding, bigger fruits.",,1973,1996,81
Okra,718,NHAR 47-4,NHAR 47-4,NGAE-00-3,Ilorin,NIHORT,,Dr. O.A. Denton and Prem Nath,"Early maturing, good draw property",,1985,2000,81
Okra,719,NHOKRA1,NHOLAK7,NGAE-16-4,NIHORT,NIHORT,,"Olagorite Adetula, Folashade Omotaajo, Usman Nasiru and Olatunbosun Bolaji","High yield, spoineless, early maturity (23.96t/ha)",Rainforest up to Sudan Savanna,2016,2016,81
Solanum,720,Osungba 1,Osungba 1,NGSM-96-1,IAR&T Ibadan,IAR&T Ibadan,,Dr. M.O. Omidiji,Both leaves and fruits edible,,1977,1996,81
Solanum,721,Osungba 2,Osungba 2,NGSM-96-2,IAR&T Ibadan,IAR&T Ibadan,,Dr. M.O. Omidiji,Both leaves and fruits edible,,1977,1996,81
Solanum,722,Osungba 3,Osungba 3,NGSM-96-3,IAR&T Ibadan,IAR&T Ibadan,,Dr. M.O. Omidiji,Both leaves and fruits edible,,1977,1996,81
Solanum,723,Ogudu,Ogudu,NGSM-96-4,IAR&T Ibadan,IAR&T Ibadan,,Dr. M.O. Omidiji,High yielding leaf vegetable with acceptable non-bitter taste,,1977,1996,81
Pepper,724,Ata Sombo,NHCf 371,NGCF-00-1,Ogbomoso,NIHORT,,"Drs. Denton and Nath, Miss Dinakin",Upright fruit bearing profile.,,1982,2000,81
Pepper,725,Ata Sombo,NHCf 387,NGCF-00-2,Kano,NIHORT,,"Drs. Denton and Badra, Misss Dinakin",Profuse fruit setting with an upright plants shape.,,1981,2000,81
Pepper,726,Ata Wewe,NHCf 378,NGCF-00-3,Zaria,NIHORT,,Dr. Denton and Miss Dinakin,Erect with profuse fruiting and an upright fruit carriage.,,1983,2000,81
Pepper,727,Ata Rodo,NACa(R) 142B,NGCF-00-4,Oyo,NIHORT,,"Drs. Denton and Badra, Miss Dinakin","Erect, green stem colour, fruit declining, low pungency.",,1984,2000,81
Pepper,728,Ata Rodo,NACa(R) 429,NGCF-00-5,Ibadan,NIHORT,,"Drs. Denton and Nath, Misss Dinakin","Prolific flowering and fruiting, disease tolerant.",,1982,2000,82
Pepper,729,Lafayette,Lafayette,NGCF-16-6,Syngenta Holland,Syngenta Holland,,"Chikaleke, V.A., Tairu, F.M., Ajayi, E.O., Olufolaji, A.O., Akintoye, H.A., Afolayan, S.O., Usman, N., Adeleke, O., Babalola, O.S., Oyedeji, E. O., Arogundade, O., Adeoye, I.B., Orkpeh, U., Oduntan, A.O., Umeh, V.C. And Bala, I. A.","High yield; large, firm, blocky and smooth- skinned fruits. (26t/ha)","Derived, Southern Guinea, Northern Guinea and Sudan Savannah",2016,2016,82
Pepper,730,Jupiter,Jupiter,NGCF-16-7,Syngenta Holland,Syngenta Holland,,"Chikaleke, V.A., Tairu, F.M., Ajayi, E.O., Olufolaji, A.O., Akintoye, H.A., Afolayan, S.O., Usman, N., Adeleke, O., Babalola, O.S., Oyedeji, E. O., Arogundade, O., Adeoye, I.B., Orkpeh, U., Oduntan, A.O., Umeh, V.C. And Bala, I. A.","High yield; resistance to TMV, CMV and PVY. (32t/ha)","Derived, Southern Guinea, Northern Guinea and Sudan Savannah",2016,2016,82
