Crop_Name,S/N,Variety Name,Original Name,National Code,Origin/Source,Developing Institute,Collaborating Institute,Breeder/ Collaborating Scientists,Outstanding Characteristics/ Potential Yields,Agro- Ecological Zones,Year of Release,Year of Registry,_page
Maize,289,SAMMAZ 33,2000 Syn EE-W STR QPM CO,NGZM-11-93,"IITA, Ibadan","IITA, Ibadan",,"B. Badu-Apraku, A. Menkir, S.G. Ado, I.S. Usman, U.S. Abdullahi & H. Abubakar","Extra early maturing, quality protein maize, good cob and seed size, Striga resistant, drought tolerance, and tolerant to maize streak virus disease. (3.9t/ha)",Sudan Savanna and transition zone between Sudan and Northern Guinea savanna,2011,2011,31
Maize,290,SAMMAZ 34,"IAR Multi-cob Early DT, Multicob",NGZM-11-94,"IAR Abu, Zaria","IAR, Samaru, IITA, Ibadan",,"S.G. Ado, A. Menkir, B. Badu-Apraku, I.S. Usman, U.S. Abdullahi & H. Abubakar","Prolific cob bearing (1-2), good stay green, good quality fodder. (4.7t/ha)",Sudan Savanna and transition zone between Sudan and Northern Guinea savanna,2011,2011,31
Maize,291,SAMMAZ 35,EV DT-Y 2000 STR C4,NGZM-11-95,"IAR Abu, Zaria","IAR, Samaru, IITA, Ibadan",,"S.G. Ado, A. Menkir, B. Badu-Apraku, I.S. Usman, U.S. Abdullahi & H. Abubakar","Good grain quality, Resistant to Striga hermonthica. (4.5t/ha)",Sudan Savanna and transition zone between Sudanand Guinea savanna,2011,2011,31
Maize,292,SAMMAZ 36,"IAR Pool QPM-Y, CM 2007 Pool QPM-Y",NGZM-11-96,"IAR Abu, Zaria","IAR, Samaru",,"S.G. Ado, I.S. Usman, U.S. Abdullahi & H. Abubakar","Good stay green, Excellent husk cover. (5.3t/ha)",Nigeria Savanna,2011,2011,31
Maize,293,SAMMAZ 37,Pop66. SR/Acr 91 SUWAN-1-SR,NGZM-11-97,"IITA, Ibadan","IITA, Ibadan, IAR, Samaru",,"A. Menkir, B. Badu- Apraku, S.G. Ado, I.S. Usman, U.S. Abdullahi & H. Abubakar","Good quality grains, Tolerance to maize streak virus disease, drought and striga infestation. (5.9t/ha)",Nigeria Savanna,2011,2011,31
Maize,294,Ife Maizehyb-1,LW 0618-42,NGZM-12-98,"IITA, Ibadan","IITA, Ibadan & IAR&T Ibadan",,"Dr S.A. Olakojo, Dr A. Menkir, Dr S.O. Ajala, Prof B.A. Ogunbodede, C.A. Awe & ADPs","High protein content (9- 12%), high yield, good seed quality. (5.6-6t/ha)",Derived and Southern Guinea Savanna,2012,2012,31
Maize,295,Ife Maizehyb-2,LW 0904-13,NGZM-12-99,"IITA, Ibadan","IITA, Ibadan & IAR&T Ibadan",,"Dr A. Menkir, Prof B.A. Ogunbodede, Dr S.A. Olakojo, Dr S. Mesaka, C.A. Awe & ADPs","High yield, good seed quality and tolerance to root and stem lodging. (6.65t/ha)",Forest and Southern Guinea Savanna,2012,2012,31
Maize,296,Ife Maizehyb-3 (SC510),A0905-28,NGZM-12-100,"IITA, Ibadan","IITA, Ibadan & IAR&T Ibadan",,"Prof B.A. Ogunbodede, Dr A. Menkir, Dr S.A. Olakojo, Dr S.O. Ajala, C.A. Awe & ADPs","High yield, good seed quality, high pro-vitamin A. (6.65t/ha)",Forest and Southern Guinea Savanna,2012,2012,31
Maize,297,Ife Maizehyb-4,A0905-32,NGZM-12-101,"IITA, Ibadan","IITA, Ibadan & IAR&T Ibadan",,"Dr S.A. Olakojo, Dr A. Menkir, Prof B.A. Ogunbodede, Dr S. Mesaka, Dr S.O. Ajala, C.A. Awe & ADPs","High yield, good seed quality, high pro-vitamin A. and nitrogen use efficient. (6.65t/ha)",Forest and Southern Guinea Savanna,2012,2012,32
Maize,298,SNK2778,SNK2778,NGZM-12-102,"Monsanto, South Africa","Monsanto, The Candel Company Limited, Nigeria",,"Monsanto, S.G. Ado, I.S. Usman, U.S. Abdullahi & H. Abubakar","High yield, large grain use, tolerant to lodging and stem breakage. (8.4t/ha)",Nigeria Savanna,2012,2012,32
Maize,299,SAMMAZ 38,PVA SYN2,NGZM-13-103,"IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria",,"Abebe Menkir, S.G. Ado, I.S. Usman, I.Y. Dugje, A.D. Halilu & H. Abubakar","Intermediate level of pro- vitamin A content (5.7µg/g), high yield potential. (6.4t/ha)",Nigeria Savanna,2013,2013,32
Maize,300,SAMMAZ 39,PVA SYN8,NGZM-13-104,"IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria",,"Abebe Menkir, S.G. Ado, I.S. Usman, A.D. Halilu, I.Y. Dugje & H. Abubakar","Intermediate level of pro- vitamin A content (6.4µg/g), high yield potential. (6.8t/ha)",Nigeria Savanna,2013,2013,32
Maize,301,Ife Maizehyb-5,EEWH-21,NGZM-13-105,"IITA, Ibadan","IITA, Ibadan, IAR&T, Ibadan & IAR, Samaru, Zaria",,"B. Badu-Apraku, S.A. Olakojo, G. Olaoye, M. Oyekunle, M.A.B. Fakorede, B.A. Ogunbodede, S.E. Aladele, F.A. Oluwasanmi, C.A. Awe, T.O. Sopitan & U.S. Abdullahi","Extra-early maturing, high grain yield, Striga resistant, drought and low soil nitrogen tolerant, high protein content. (5.6- 6t/ha)",Forest and Savanna agro – ecologies,2013,2013,32
Maize,302,Ife Maizehyb-6,EEWH-26,NGZM-13-106,"IITA, Ibadan","IITA, Ibadan, IAR&T, Ibadan & IAR, Samaru, Zaria",,"B. Badu-Apraku, S.A. Olakojo, G. Olaoye, M. Oyekunle, M.A.B. Fakorede, B.A. Ogunbodede, S.E. Aladele, F.A. Oluwasanmi, C.A. Awe, T.O. Sopitan & U.S. Abdullahi","Extra-early maturing, high grain yield, Striga resistant, tolerant to drought and low soil nitrogen. (5-6t/ha)",Forest and Savanna agro – ecologies,2013,2013,32
Maize,303,SAMMAZ 40,DTSTR-Y SYN2,NGZM-13-107,"IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria",,"Abebe Menkir, S.G. Ado, G. Olaoye, I.S. Usman, J.E. Onyibe, I.Y. Dugie & R.A. Omolehin",High yield potential; Tolerant to drought and Striga hermonthica. (7.1t/ha),Nigeria Savanna,2013,2013,32
Maize,304,SC719,SC719,NGZM-14-108,"Seed Co Ltd., Harare, Zimbabwe","Seed Co West Africa, Abuja, IAR, Samaru, IAR&T, Ibadan & IITA, Ibadan",,"Paul Rupende, Elliot Tembo, I. S. Usman, S. G. Ado, A. Menkir & S. Olakojo","High yield, and large grain size. (12t/ha)",Nigeria Southern Guinea Savanna and Northern Guinea Savanna,2014,2014,32
Maize,305,30Y87,30Y87,NGZM-14-109,"Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA",,"Pioneer Overseas Corporation, USA, IAR, Zaria; IAR&T, Ibadan; NAERLS, Zaria; NACGRAB, Ibadan; NRMC, Ibadan; ADP, Ogun State; ADP, Oyo State; ADP, Osun State; ADP, Ekiti State; ADP, FCT; ADP, Kaduna State; ADP, Zamfara; ADP, Katsina; ADP, Kano; ADP, Nasarawa; Novum Agro Industries, Panda, Nasarawa State.","High yield, excellent stay- green characteristics, uniform ear placement, good standability. (12mt/ha)","Forest, Forest transition, Southern Guinea, and Northern Guinea Savanna",2014,2014,33
Maize,306,30F32,30F32,NGZM-14-110,"Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA",,"Pioneer Overseas Corporation, USA, IAR, Zaria; IAR&T, Ibadan; NAERLS, Zaria; NACGRAB, Ibadan; NRMC, Ibadan; ADP, Ogun State; ADP, Oyo State; ADP, Osun State; ADP, Ekiti State; ADP, FCT; ADP, Kaduna State; ADP, Zamfara; ADP, Katsina; ADP, Kano; ADP, Nasarawa; Novum Agro Industries, Panda, Nasarawa State.","High yield, resistant to root and stalk lodging. (9mt/ha)",Southern and Northern Guinea Savanna,2014,2014,33
Maize,307,P48W01,IR Maize Hybrid 2,NGZM-14-111,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. Ibikunle, I. Usman, P. Muchena, A. Kamara & M. Oluoch",Combined host plant resistance to Striga and tolerance to Metsulfuron methyl (MSM) for Striga control. (5t/ha),Southern and Northern Guinea Savanna,2014,2014,33
Maize,308,P48W03,IR Maize Hybrid 4,NGZM-14-112,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. Ibikunle, I. Usman, P. Muchena, A. Kamara & M. Oluoch","Prolific, combines host plant resistance to striga and tolerance to Metsulfuron methyl (MSM) for striga control. (4.5mt/ha)",Northern Guinea Savanna and Sudan Savanna,2014,2014,33
Maize,309,SAMMAZ 41,EYH-29,NGZM-14-113,"IITA, Ibadan","IITA, Ibadan/IAR, Samaru, Zaria",,"B. Badu-Apraku, M.Oyekunle, S.G. Ado, g. Olaoye, M.A.B. Fakorede, I.S. Usman, A. Kamara, H. Mani, R.A. Omolehin, J.E. Onyibe & J.O. Owolabi","Early maturing, high grain yield, highly stable and low soil nitrogen tolerant. (7.8t/ha)",Northern Guinea and Sudan Savanna,2014,2014,33
Maize,310,SAMMAZ 42,EYH-27,NGZM-14-114,"IITA, Ibadan","IITA, Ibadan/IAR, Samaru, Zaria",,"B. Badu-Apraku, M.Oyekunle, S.G. Ado, g. Olaoye, M.A.B. Fakorede, I.S. Usman, A. Kamara, H. Mani, R.A. Omolehin, J.E. Onyibe & J.O. Owolabi","Early maturing, high grain yield and low soil nitrogen tolerant. (7.8t/ha)",Northern Guinea and Sudan Savanna,2014,2014,34
Maize,311,SAMMAZ 43,LY1001-21,NGZM-15-115,"IITA, Ibadan","IITA, Ibadan/IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu, H. Abubakar and M.B. Hassan.",Intermediate levels of pro- vitamin A content (8.4ug/g) and high grain yield. (9.9t/ha),Northern and Southern Guinea Savanna ecologies,2015,2015,34
Maize,312,SAMMAZ 44,LY1001-14,NGZM-15-116,"IITA, Ibadan","IITA, Ibadan/IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu and H. Abubakar",Intermediate levels of pro- vitamin A content (8.8ug/g) and high grain yield. (9.7t/ha),Northern and Southern Guinea Savanna ecologies,2015,2015,34
Maize,313,SAMMAZ 45,AFLATOXIN R SYN-Y2,NGZM-15-117,"IITA, Ibadan","IITA, Ibadan/IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, Ranajit Bandyopadhyay, Robert. L. Brown, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu, H. Abubakar and J. O. Owolabi.",Resistant to aflatoxin and high grain yield. (6.2t/ha),Northern and Southern Guinea Savanna ecologies,2015,2015,34
Maize,314,Ife Maize hyb-7,SW5-OB X IART- INBRED1,NGZM-15-118,IAR&T Ibadan,IAR&T Ibadan,,"S.A. Olakojo, Kolawole Godonu, S.E. Aladele, F.A. Oluwasanmi, C.A. Awe, Bayo Agboola and U.S. Abdulahi.",High yielding. (8.6t/ha),Forest and Derived Savanna agro- ecologies,2015,2015,34
Maize,315,Ife Maize hyb-8,ILE 1-OB X IART- INBRED1,NGZM-15-119,IAR&T Ibadan,IAR&T Ibadan,,"S.A. Olakojo, Kolawole Godonu, S.E. Aladele, F.A. Oluwasanmi, C.A. Awe, Bayo Agboola and U.S. Abdulahi.","High grain yield, prolific maize cobs. (12.91t/ha)",Forest and Derived Savanna agro- ecologies,2015,2015,34
Maize,316,SC651,M1026-10,NGZM-15-120,"IITA, Ibadan","IITA, Ibadan",,"Abebe Menkir, Elliot Tembo, M. Oyekunle, I.S. Usman, G. Olaoye, S. Olakojo and S. G. Ado.","Tolerant to drought and Striga hermonthica, high yield potential and good husk cover. (9.7t/ha)",Guinea Savannah,2015,2015,34
Maize,317,DK234,DK234,NGZM-16-121,Monsanto International SARL,Monsanto International SARL,,"Isidro Alvarez, M. Oyekunle, S.A. Olakojo, I.S. Usman and H. Mani","High grain yield, good stay-gree characteristic and standability, and tolerant to Striga hermonthica. (13.2t/ha)",Southern and Northern Guinea Savanna ecologies,2016,2016,34
Maize,318,DK777,DK777,NGZM-16-122,Monsanto International SARL,Monsanto International SARL,,"Isidro Alvarez, M. Oyekunle, S.A. Olakojo, I.S. Usman and H. Mani","Stable and high grain yield, good stay-green characteristic and tolerance to Striga hermonthica. (10.9t/ha)","Forest, Southern and Northern Guinea Savanna ecologies",2016,2016,34
Maize,319,DK818,BIG 717,NGZM-16-123,Monsanto International SARL,Monsanto International SARL,,"Padmakar Reddy, M. Oyekunle, S.A. Olakojo, I.S. Usman and H. Mani","Stable and high grain yield, and tolerancew to Striga hermonthica. (10t/ha)",Southern and Northern Guinea Savanna ecologies,2016,2016,35
Maize,320,DK920,PRABAL,NGZM-16-124,Monsanto International SARL,Monsanto International SARL,,"Padmakar Reddy, M. Oyekunle, S.A. Olakojo, I.S. Usman and H. Mani","High grain yield, prolific, tolerance to Striga hermonthica. (10.7t/ha)",Southern and Northern Guinea Savanna ecologies,2016,2016,35
Maize,321,Oba Super 11,M0926-7,NGZM-16-125,"IITA, Ibadan","IITA, Ibadan and Premier Seed Nig. Ltd.",,"Abebe Menkir, Afolabi Samson, M. Oyekunle, A. O. Ogungbile, I.S. Usman and H. Mani",Striga and drought tolerance and high yield. (9.6t/ha),Southern and Northern Guinea Savanna ecologies,2016,2016,35
Maize,322,Oba Super 13,M0926-8,NGZM-16-126,"IITA, Ibadan","IITA, Ibadan and Premier Seed Nig. Ltd.",,"Abebe Menkir, Afolabi Samson, M. Oyekunle, A. O. Ogungbile, I.S. Usman and H. Mani",Striga and drought tolerance and high yield. (9.7t/ha),Southern and Northern Guinea Savanna ecologies,2016,2016,35
Maize,323,SAMMAZ 46,EWH-29,NGZM-16-127,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"B. Badu-Apraku, M.Oyekunle, S.G. Ado, G. Olaoye, M.A.B. Fakorede, I.S. Usman, A. Kamara, H. Mani, J.O. Owolabi, L.B. Hassan, H.O. Ahmed and J. O. Omeke","Early maturity, high grain yield, tolerance to drought, Striga hermonthica and low soil nitrogen. (9.6t/ha)",Northern Guinea and Sudan Savanna ecologies,2016,2016,35
Maize,324,SAMMAZ 47,EWH-34,NGZM-16-128,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"B. Badu-Apraku, M.Oyekunle, S.G. Ado, G. Olaoye, M.A.B. Fakorede, I.S. Usman, A. Kamara, H. Mani, J.O. Owolabi, L.B. Hassan, H.O. Ahmed and J. O. Omeke","Early maturity, high grain yield, tolerance to drought, Striga hermonthica and low soil nitrogen. (10.3t/ha)",Northern Guinea and Sudan Savanna ecologies,2016,2016,35
Maize,325,SAMMAZ 48,2011 TZE-W DT STR Synthetic,NGZM-16-129,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"B. Badu-Apraku, M.Oyekunle, S.G. Ado, G. Olaoye, M.A.B. Fakorede, I.S. Usman, A. Kamara, H. Mani, J.O. Owolabi, L.B. Hassan, H.O. Ahmed and J. O. Omeke","Early maturity, stable and high grain yield, tolerance to drought and Striga hermonthica. (7.8t/ha)",Northern Guinea and Sudan Savanna ecologies,2016,2016,35
Maize,326,SAMMAZ 49,LY1001-10,NGZM-16-130,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu, H. Abubakar, U.S. Abdullahi and M.B. Hassan",Intermediate levels of pro- vitamin A content (11.3µg/g) (7.8t/ha),Northern Guinea and Sudan Savanna ecologies,2016,2016,35
Maize,327,SAMMAZ 50,M1026-8,NGZM-16-131,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu, H. Abubakar, U.S. Abdullahi and M.B. Hassan",Tolerance to drought and Striga hermonthica (9.3t/ha),Southern and Northern Guinea Savanna,2016,2016,36
Maize,328,SAMMAZ 51,IWD C3 SYN/White DT STR Syn,NGZM-16-132,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu, H. Abubakar, U.S. Abdullahi and M.B. Hassan","High grain yield, tolerance to drought and Striga hermonthica (8.5t/ha)",Southern and Northern Guinea Savanna,2016,2016,36
Maize,329,SAMMAZ 52,PVA SYN 13,NGZM-17-133,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, A.D. Halilu, H. Abubakar",Intermediate levels of provitamin A content (9.8µg/g). (6.0t/ha),Northern Guinea and Sudan Savanna Ecologies,2017,2017,36
Maize,330,SAMMAZ 53,TZEE-W STR 105 BC2,NGZM-17-134,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"B. Badu-Apraku, M. Oyekunle, S. G. Ado, G. Olaoye, I. S. Usman, H. Mani, A. Talabi, M.A. Aderounmu, U. S. Abdullahi, R.O. Abdulmalik, H.O. Ahmed, L.B. Hassan, M.B. Hassan & M.A. Yahaya","Extra-early maturity, high grain yield, tolerance to drought and Striga hermonthica.(7.6t/ha)",Northern Guinea and Sudan Savanna Ecologies,2017,2017,36
Maize,331,SAMMAZ 54,2013 TZEE-W Pop DT STR,NGZM-17-135,"IITA, Ibadan","IITA, Ibadan and IAR, Samaru",,"B. Badu-Apraku, M. Oyekunle, S. G. Ado, G. Olaoye, I. S. Usman, H. Mani, A. Talabi, M.A. Aderounmu, U. S. Abdullahi, R.O. Abdulmalik, H.O. Ahmed, L.B. Hassan, M.B. Hassan & M.A. Yahaya","Extra-early maturity, high grain yield, tolerance to drought and Striga hermonthica.(7.2t/ha)",Northern Guinea and Sudan Savanna Ecologies,2017,2017,36
Maize,332,SC612,M1124-31,NGZM-17-136*,"IITA, Ibadan","IITA, Ibadan and Seed Co",,"Abebe Menkir, Elliot Tembo, M. Oyekunle, I.S. Usman, G. Olaoye, S. Olakojo and S. G. Ado.","Tolerant to drought, high yield, and good husk cover. (9.0t/ha)",Guinea Savannah,2017,2017,36
Maize,333,SC649,11C86,NGZM-17-137*,"Seed Co Ltd., Harare, Zimbabwe","Seed Co, Kaduna, Nigeria",,"Elliot Tembo, M. Oyekunle, A. Menkir, A. Tahirou, I.S. Usman, G. Olaoye, S. Olakojo, S.G. Ado and M. Adebayo","High yield, godo husk cover, easy to produce. (8.1t/ha)",Guinea Savannah,2017,2017,36
Maize,334,DK390,DK390,NGZM-17-138*,Monsanto International SARL,"Monsanto Int. and IAR, Samaru",,"Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani",High grain yield and good standability. (9.4t/ha),Southern and Northern Guinea Savanna ecologies,2017,2017,37
Maize,335,DK7508,DK7508,NGZM-17-139*,Monsanto International SARL,"Monsanto Int. and IAR, Samaru",,"Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani",High grain yield. (9.8t/ha),Southern and Northern Guinea Savanna ecologies,2017,2017,37
Maize,336,P3966W,P3966W,NGZM-18-139*,"Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA",,"P. Freymark, O. Ibikunle, M. Oyekunle, S.G. Ado, S. Olakojo, S.O. Salami and A.O. Lawal","High grain yield, good standability. (8.9t/ha)","Forest, forest transition, southern and northern Guinea savannah",2018,2018,37
Maize,337,P4063W,P4063W,NGZM-18-140*,"Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA",,"P. Freymark, O. Ibikunle, M. Oyekunle, S.G. Ado, S. Olakojo, S.O. Salami and A.O. Lawal","Resistant to lodging, high grain yield, big kernels and excellent husk cover. (8.1t/ha)","Forest, forest transition, southern and northern Guinea savannah",2018,2018,37
Maize,338,P4226,P4226,NGZM-18-141*,"Pioneer Overseas Corporation, USA","Pioneer Overseas Corporation, USA",,"P. Freymark, O. Ibikunle, M. Oyekunle, S.G. Ado, S. Olakojo, S.O. Salami and A.O. Lawal","High grain yield, excellent stay-green characteristics, excellent husk cover and good standability. (8.0t/ha)","Forest, forest transition, southern and northern Guinea savannah",2018,2018,37
Maize,339,WE3205,WE3205,NGZM-18-142*,Monsanto International SARL,Monsanto International SARL,,"Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani","Tolerant to drought, early maturing and high grain yield. (7.9t/ha)","Southern, Northern and Sudan savannah",2018,2018,37
Maize,340,DKB350,DKB350,NGZM-18-143*,Monsanto International SARL,Monsanto International SARL,,"Isidro Alvarez, M. Oyekunle, I.S. Usman and H. Mani",Tolerant to drought and high grain yield. (9.4t/ha),Southern and Northern Guinea savannah,2018,2018,37
Maize,341,AMANA-1,MASYN-VAR 5 F2,NGZM-18-144,"IITA, Ibadan","IITA, Ibadan and Goldagric Nigeria Limited",,"A. Menkir, M. Oyekunle, J.E. Onyibe, I.S. Usman, J.O. Onyibe and H. Mani",Hgh grain yield. (9.1t/ha),Mid-altitude,2018,2018,37
Maize,342,AMANA-2,MASYN-VAR 3 F2,NGZM-18-145,"IITA, Ibadan","IITA, Ibadan and Goldagric Nigeria Limited",,"A. Menkir, M. Oyekunle, J.E. Onyibe, I.S. Usman, J.O. Onyibe and H. Mani",High grain yield and prolific. (7.7t/ha),Mid-altitude,2018,2018,37
Maize,343,SAMMAZ 55,2014 TZE-W DT STR,NGZM-19-146,"IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria",,"B. Badu-Apraku, M. Oyekunle, S.G. Ado, G. Olaoye, I.S. Usman, H. Mani, U.S. Abdullahi & M.B. Hassan","Tolerance to multiple stresses (Striga hermonthica, drought and low-N) and high grain yield. (7.1t/ha)",Northern Guinea and Sudan Savanna ecologies,2019,2019,37
Maize,344,SAMMAZ 56,EYQH-35,NGZM-19-147,"IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria",,"B. Badu-Apraku, M. Oyekunle, S.G. Ado, G. Olaoye, M.A.B. Fakorede, I.S. Usman, H. Mani, U.S. Abdullahi & M.B. Hassan","High quality protein content (14.14%), high grain yield, and stress tolerant. (6.9t/ha)",Northern Guinea and Sudan Savanna ecologies,2019,2019,38
Maize,345,SAMMAZ 57,LY1501-8,NGZM-19-148,"IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman and H. Mani",High provitamin A content (15.2µg/g). (8.4t/ha),Northern and Southern Guinea Savanna ecologies,2019,2019,38
Maize,346,SAMMAZ 58,M1628-3,NGZM-19-149,"IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, U.S. Abdullahi, M.B. Hassan, R. Abdulmalik, L.B. Hassan, H.O. Ahmed & M. Usman",High yield. (8.8t/ha),Guinea Savanna ecology,2019,2019,38
Maize,347,ZUMA 450,GS450,NGZM-19-150,"Agranol Invest Ltd., Hungary","Agranol Invest Ltd., Hungary, Agranol Invest Nigeria Ltd. & IAR, Samaru, Zaria",,"Hungaroseed Kft, M. Oyekunle, I. S. Usman & H. Mani",Extra earliness and high grain yield. (6.5t/ha),Sudan savanna agro-ecology,2019,2019,38
Maize,348,ZUMA 500,GS500,NGZM-19-151,"Agranol Invest Ltd., Hungary","Agranol Invest Ltd., Hungary, Agranol Invest Nigeria Ltd. & IAR, Samaru, Zaria",,"Hungaroseed Kft, M. Oyekunle, I. S. Usman & H. Mani",Extra earliness and high grain yield. (7.4t/ha),Sudan savanna agro-ecology,2019,2019,38
Maize,349,SC667,11C4712,NGZM-20-152,"Seed Co Ltd., Zimbabwe",Seed Co. Nigeria Ltd.,,"Moses A. Adebayo, Gorden Mabuyaye, Elliot Tembo, Alex Chikoshana, Muhydeen Oyekunle, Abebe Menkir & Baffour Badu-Apraku","Vigorous, good standability, high yielding and excellent husk cover. (10t/ha)",Guinea Savannah,2020,2020,38
Maize,350,SC419,SC419,NGZM-20-153,"Seed Co Ltd., Zimbabwe",Seed Co. Nigeria Ltd.,,"Moses A. Adebayo, Gorden Mabuyaye, Elliot Tembo, Alex Chikoshana, Muhydeen Oyekunle, Abebe Menkir & Baffour Badu-Apraku","Early-maturing, high yielding, tolerant to drought and low-N, resistant to Striga hermonthica, and good husk cover. (8t/ha)",Sudan and Guinea Savannah,2020,2020,38
Maize,351,ILOMAZ 1,DTE STR-Y Syn Pop C4 F2,NGZM-20-154,"IITA, Ibadan","IITA, Ibadan/ University of Ilorin",,"B. Badu-Apraku, F. Bankole, G. Olaoye, M. Oyekunle, S. Olakojo, F. Takim, K. Omotesho & O. Ayinde.","Tolerance to streak, rust, leaf blight, curvularia and Striga hermonthica. (6.6t/ha)",Southern Guinea Savannah and Rain Forest Ecologies,2020,2020,38
Maize,352,SAMMAZ 59,F2SCA1413-36,NGZM-20-155,"IITA, Ibadan","IITA, Ibadan/ IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman & H. Mani",High provitamin A content of 16.3µg/g. (5.0t/ha),Guinea Savannah Ecologies,2020,2020,38
Maize,353,SAMMAZ 60,F2SCA1413-12,NGZM-20-156,"IITA, Ibadan","IITA, Ibadan/ IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman & H. Mani",High provitamin A content of 15.53µg/g. (5.0t/ha),Guinea Savannah Ecologies,2020,2020,39
Maize,354,SAMMAZ 61,M1526-1,NGZM-20-157,"IITA, Ibadan","IITA, Ibadan/ IAR, Samaru, Zaria",,"A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, U.S. Abdullahi, M.B. Hassan, R. Abdulmalik, L.B. Hassan, H.O. Ahmed & H. Abubakar",High yielding. (8.0t/ha),Guinea Savannah Ecologies,2020,2020,39
Maize,355,SAMMAZ 62 (DroughtTEGO®W E5229),WE5229,NGZM-20-158,"AATF/TELA Maize Project, Nairobi, Kenya","Bayer Crop Science, Petit, South Africa/ IAR, Samaru, Zaria/ CIMMYT, Nairobi, Kenya/ AATF, Nairobi, Kenya",,"E. Ndou, M. Oyekunle, Y. Beyene, R.S. Adamu & S.O. Oikeh",High yield and Stay- green. (8.0t/ha),Guinea Savannah Ecologies,2020,2020,39
